3662,3682,174,17060,1
7602,11052,11003,11079,1
162,5593,5582,5266,1
2296,14569,2261,2310,1
2896,8252,7926,8235,1
1889,1074,12152,1060,1
1671,12129,1679,1689,1
11510,13544,13205,11159,1
14329,14347,14314,14560,1
17065,870,4757,17060,1
2205,2328,1342,1216,1
14081,13696,2842,13666,1
1079,13106,6021,15731,1
1889,12152,1078,2717,1
16030,16025,16034,16027,1
13854,12151,16338,13913,1
3783,3676,17056,8923,1
13220,3301,13313,13136,1
6165,10217,2121,6116,1
13540,16645,2419,6643,1
2203,2248,2188,2231,1
9035,1773,6952,6961,1
6465,2629,1788,2607,1
408,12589,14105,3212,1
2167,16665,2157,569,1
14784,13019,14874,16072,1
792,743,17030,16666,1
5468,5586,11127,12053,1
5260,10079,1149,5285,1
5930,5785,5957,7043,1
12142,3452,255,3326,1
9026,2014,17049,17054,1
484,2466,2144,15958,1
1505,1463,6025,1477,1
5862,5468,5586,5882,1
544,13541,2748,2777,1
13103,12368,5952,5707,1
14874,16566,14783,14751,1
15887,15854,15819,15837,1
1784,743,9035,6961,1
16025,16030,8110,8148,1
5890,2817,11107,10648,1
3529,3553,5173,3589,1
14001,5173,13723,7744,1
17065,1215,870,17060,1
14822,2804,13530,6768,1
16663,6050,5996,6013,1
712,13104,2161,340,1
14001,7799,13721,7861,1
4059,16649,10904,4041,1
6131,10217,2121,6165,1
8697,3306,8746,12338,1
13025,15658,13105,14701,1
2397,2088,2396,2373,1
2614,12081,1902,12129,1
3542,12995,12151,11062,1
15954,2804,6768,4356,1
15407,8020,8164,8182,1
1050,3041,13541,13542,1
2811,2788,2604,2730,1
14554,1981,12899,12881,1
8739,4023,10904,4041,1
3892,634,1687,2328,1
15588,12108,172,16213,1
9971,9929,9928,16404,1
11085,12151,14103,14072,1
16443,16491,16421,12730,1
9830,12636,16341,16412,1
1282,12149,1038,1266,1
11178,16840,13544,15173,1
445,1043,264,247,1
6505,16661,6467,770,1
12012,6866,11971,719,1
2517,2486,16665,2462,1
9197,16032,2896,9209,1
17012,14770,400,16922,1
13958,13971,12151,13932,1
16957,10328,10121,16316,1
13339,2765,13292,13256,1
10516,2804,14047,15653,1
1676,3892,1687,2328,1
11377,14845,13604,11434,1
10628,3493,15322,13581,1
16421,15462,1450,12730,1
709,2476,2446,2480,1
1706,1295,1317,14849,1
5329,3108,13547,773,1
16800,6420,16510,16865,1
12152,132,589,599,1
2951,2902,6565,2958,1
2747,2328,2205,1216,1
1979,17065,2016,2001,1
660,11573,675,640,1
5715,5766,5820,15314,1
7585,12598,12595,12208,1
1225,3014,249,1896,1
16665,328,2518,2438,1
619,1519,237,14873,1
2604,2321,2772,2819,1
5221,15692,5170,1397,1
623,463,620,605,1
8895,3742,15776,8019,1
9940,6751,9955,9972,1
16500,4846,6420,16814,1
5809,5930,3311,5788,1
162,5266,5582,5286,1
5272,5236,16650,5195,1
11491,13544,11513,3300,1
4356,6768,16612,13092,1
11666,14524,12152,589,1
2604,2601,2819,4092,1
14410,14441,16017,14134,1
1140,17065,1105,1123,1
1208,1630,3747,4754,1
16269,14804,16235,4960,1
1211,17061,1630,736,1
2427,2454,16665,2488,1
2604,2788,2601,4071,1
1630,3677,17061,1070,1
2171,1910,16667,17064,1
8182,8020,8162,15407,1
1989,703,1984,1747,1
4364,11692,4349,16018,1
878,16953,4149,4169,1
17066,2608,2630,1780,1
9547,9586,7388,9565,1
1250,16248,12074,16285,1
7389,2278,2317,14569,1
10266,10551,15132,12868,1
16332,6752,16404,10542,1
14569,6908,12599,7405,1
6188,1061,14852,6119,1
7188,16949,7176,7243,1
9320,9342,15729,8629,1
15114,12578,12124,3971,1
14868,13189,11510,10540,1
1056,17061,1124,1106,1
14072,14069,12151,14103,1
1456,284,275,268,1
5227,16953,878,7015,1
10516,16297,2804,14048,1
1523,5317,5298,5342,1
3600,3991,15325,148,1
493,447,16647,4010,1
4003,13554,2722,785,1
13547,1318,823,822,1
12152,1091,134,1059,1
2931,12166,15700,12184,1
10158,10179,16037,8621,1
16351,9882,16332,9981,1
11689,1439,1049,345,1
796,13554,6582,760,1
14848,1724,1419,2775,1
16412,16310,9790,16341,1
9259,7517,14105,3504,1
16200,12108,14539,172,1
2290,4444,1437,2328,1
5468,5847,2817,5864,1
15855,3742,15769,15830,1
884,1049,235,12150,1
2921,2900,2831,16653,1
209,224,1757,17067,1
206,14845,3301,13136,1
9337,9088,9315,392,1
1696,1672,14432,14553,1
11062,12151,11036,10969,1
7817,5173,7798,7836,1
2210,2231,12150,3048,1
2974,9485,7878,2936,1
17023,12115,16248,12074,1
6249,7788,6361,14551,1
12137,3429,2045,576,1
3285,3212,3190,7620,1
13545,2512,2548,718,1
2817,5864,13581,5468,1
10691,11128,5468,11104,1
14767,14690,1710,14781,1
9840,6769,9978,5269,1
11820,16311,14563,16041,1
3047,12130,2248,2231,1
6160,6119,14852,6136,1
12137,3459,3450,2045,1
2711,2328,540,5980,1
201,3654,17066,221,1
2070,2111,2086,14112,1
14849,1275,1315,1295,1
1973,1952,1974,563,1
15171,162,15326,3193,1
8841,8595,4610,8867,1
16767,6935,1777,13551,1
3600,13860,15325,3991,1
373,17065,2016,1979,1
4689,17039,14871,4944,1
9482,16653,2903,2862,1
2861,2885,2853,16653,1
6768,15954,15974,2804,1
11613,10250,15995,16207,1
11992,16830,9662,12591,1
10800,10813,10847,8407,1
910,888,896,16667,1
17055,11797,4824,1201,1
6549,16319,12817,12842,1
16835,12032,3061,16950,1
8922,8942,8961,17069,1
5366,14855,1869,2127,1
15641,16553,15628,16920,1
3171,9288,1649,3194,1
1877,15710,8485,4531,1
4915,16440,16462,16415,1
3906,5690,3212,11322,1
16664,2493,2422,2456,1
2158,16665,705,456,1
779,15600,13377,411,1
14843,448,1333,283,1
624,638,437,14524,1
12107,10459,6768,13099,1
12868,11430,11409,11272,1
14549,6407,969,6368,1
14569,382,2331,12599,1
1429,333,717,110,1
9315,9239,9296,392,1
2542,2468,13546,2522,1
12559,16305,8422,15257,1
11175,11188,3257,4504,1
10443,3742,15887,10429,1
13862,14072,5734,10710,1
1763,6469,3107,6447,1
13873,12764,4358,12743,1
11382,13137,11253,4955,1
14569,2291,2331,2315,1
9419,4320,9382,14087,1
5204,14848,1381,5993,1
719,15047,15021,16320,1
2285,2305,5980,3898,1
14863,15098,4490,9663,1
2093,3135,407,2094,1
17064,327,228,2500,1
3742,10412,10397,8901,1
5275,10079,5198,4170,1
8474,8673,1732,212,1
16884,15207,15194,14733,1
3858,4387,4423,13107,1
12131,1902,12081,1930,1
10229,10322,10044,10500,1
15736,3742,8078,15488,1
3301,14845,13313,13136,1
2553,1456,306,9711,1
11279,4955,11264,3131,1
4850,761,801,13554,1
1049,17052,16340,16313,1
345,1049,859,16313,1
2435,330,2459,2447,1
1386,1374,4067,2819,1
12286,14846,12233,12308,1
7508,7552,7521,5396,1
16343,16984,16138,14799,1
12745,3216,2563,11404,1
1939,765,3005,1049,1
15325,720,10701,13860,1
16500,12581,16511,6420,1
1997,1914,12135,2007,1
2804,16224,16242,16164,1
2833,3673,290,16647,1
1690,1678,1703,446,1
13547,824,6580,789,1
14927,2723,15462,16319,1
16496,14072,12151,11035,1
2585,2525,211,2567,1
17054,4851,11040,17049,1
16453,6420,16511,16498,1
16018,11692,8308,8322,1
304,13545,2479,2544,1
13087,15921,2804,15974,1
6805,6822,10404,9855,1
13064,12074,16274,16286,1
1227,12129,1917,880,1
12600,6975,12208,12597,1
2420,16667,2473,2537,1
9011,17054,17049,4851,1
13082,3742,15776,15759,1
4640,16325,4658,4600,1
13463,16343,13477,16938,1
16320,15028,719,14999,1
17061,16919,1188,1169,1
4402,678,3310,700,1
2643,15692,14853,2685,1
13542,2189,334,584,1
16228,12108,15588,16213,1
5156,304,13554,13545,1
11085,12151,14072,11060,1
3849,3827,1846,1748,1
16343,13026,13043,14528,1
2328,4463,4421,3310,1
8474,8673,212,198,1
7830,7789,7808,12022,1
1250,16248,16640,12074,1
2765,11512,11471,14845,1
10177,14573,8623,10215,1
5991,2855,2882,1850,1
880,12129,1898,99,1
1045,1896,3023,3024,1
936,4088,6014,5997,1
1826,368,6951,1784,1
16339,6420,13122,13251,1
14954,4303,719,14974,1
3799,3716,17056,3785,1
13645,7869,13668,4589,1
10079,7473,16950,16954,1
7456,7385,12598,395,1
1926,12149,15323,1994,1
8280,9241,14870,8298,1
15043,10295,6730,6842,1
16673,2106,14112,3878,1
13082,15795,15813,15801,1
16954,2402,12037,649,1
13041,16566,14874,14751,1
2630,2608,17066,204,1
3045,6903,2368,13107,1
3654,17066,1100,3658,1
4504,16818,3272,15155,1
2948,9556,9541,9539,1
165,175,874,378,1
5980,4021,4056,4039,1
6074,6129,6112,2040,1
3911,6674,6662,6642,1
16646,11790,9857,11701,1
8402,9736,1806,15713,1
3892,634,2328,544,1
10079,4109,4166,5294,1
946,254,2655,2668,1
17023,16248,16285,12074,1
2487,16665,2441,2472,1
6575,14847,254,14848,1
4354,16646,11687,11717,1
2499,2487,16665,2441,1
6888,719,15060,16320,1
3301,11200,14845,13544,1
16666,6554,6537,13551,1
14045,13087,15921,2804,1
2563,12698,14966,14949,1
16313,5407,14842,3683,1
15726,15793,8920,10250,1
2707,1327,1344,14843,1
3343,405,12137,4412,1
13221,13326,11160,3301,1
12135,12148,391,12149,1
1850,2981,2928,2946,1
836,1764,805,9035,1
2050,11108,2064,13261,1
3001,12129,140,153,1
13107,3134,3858,4387,1
717,484,2144,713,1
515,497,16649,514,1
246,1941,1920,1958,1
2493,709,2456,2477,1
4522,15855,15830,3742,1
16552,16343,16138,16902,1
4515,4473,974,7927,1
6179,13547,808,824,1
5253,5224,16650,5195,1
631,604,13542,544,1
5373,12593,12596,12208,1
13554,5156,291,810,1
10710,5734,13862,13844,1
7544,12147,3458,7533,1
13934,16338,13612,12151,1
6977,3200,12208,13507,1
2756,16173,14834,12074,1
2894,16653,2977,769,1
14180,3405,3821,12142,1
16958,4435,16231,4472,1
1939,99,3004,765,1
3722,8936,17055,8960,1
15513,3742,13082,15486,1
16211,14050,4960,2804,1
4393,13261,4408,3325,1
1965,2016,17065,1949,1
16017,15307,14268,14458,1
578,17064,2171,2181,1
941,898,17064,956,1
14037,16155,16166,13105,1
14865,14561,9559,16231,1
16655,2638,962,2650,1
12074,16263,1250,16286,1
17038,17041,15735,12209,1
13933,12151,3985,13951,1
15301,9711,293,282,1
7756,5173,7798,7817,1
483,502,15958,490,1
325,910,1743,888,1
4335,12987,2162,8303,1
4885,4926,6238,17047,1
2127,1869,15716,15722,1
14047,2804,13549,15653,1
1909,387,4497,17067,1
6021,13106,1422,15731,1
249,1225,1896,12130,1
9476,9454,16654,2827,1
2180,16667,1910,17064,1
377,376,119,17067,1
16667,914,900,2561,1
15323,1993,9900,1991,1
11897,11892,4261,16041,1
8900,15947,2184,12832,1
749,2818,2604,775,1
717,16340,484,110,1
16669,10079,2320,4146,1
953,17064,941,2429,1
2984,4178,15427,6603,1
5391,5404,5390,5379,1
2418,2213,3010,13542,1
884,12150,235,461,1
12149,3345,3327,414,1
8469,12595,12208,3883,1
11007,7602,12996,10995,1
4048,1386,14077,1374,1
15020,15047,14997,719,1
15673,16920,16201,1692,1
4403,699,4386,2328,1
1053,15789,13715,6063,1
1061,6137,14852,6119,1
8970,8993,11040,1803,1
17050,4922,4894,4882,1
12602,5468,15789,2817,1
2604,2811,2819,2601,1
460,13541,2225,2239,1
13431,13449,16343,13474,1
13107,6943,12599,6963,1
3040,1050,13542,3027,1
3656,1100,226,17066,1
9856,6284,12295,17041,1
2561,98,900,16667,1
2238,2191,2225,13541,1
17067,1757,209,1740,1
17056,3797,17055,8906,1
5667,609,14597,15294,1
705,2158,456,2168,1
2630,17066,17064,204,1
6034,10217,2121,6109,1
5993,1411,1683,14848,1
535,2745,389,16647,1
717,713,2144,110,1
12128,13534,1049,12150,1
6401,12253,12234,14846,1
2438,16665,864,2518,1
7432,2072,14521,7396,1
575,2704,3671,17060,1
8067,9317,14870,7985,1
2753,13542,2163,2219,1
5980,648,2354,685,1
16343,16114,14796,16935,1
335,1438,346,859,1
16453,12577,6420,16498,1
3044,1038,11573,8652,1
10217,6072,6051,15692,1
11573,1038,10533,8652,1
6579,6459,802,842,1
1716,13079,11882,11863,1
357,363,377,574,1
10459,12107,6768,10420,1
719,15021,15045,16320,1
8805,14096,8742,8612,1
12128,1438,884,335,1
1281,1038,8652,10533,1
479,534,16649,4032,1
14555,12489,13003,3940,1
2312,12135,12137,420,1
4410,13261,17046,1627,1
652,16669,6636,16954,1
9365,1027,4479,4496,1
2931,16704,15701,9148,1
3346,12149,3362,12135,1
14111,259,3020,3021,1
2106,14112,6092,1571,1
8206,14870,8364,15335,1
2931,15700,9079,15697,1
1846,3813,3810,3763,1
2494,2435,2513,13545,1
4753,4786,11797,1201,1
904,1645,1631,3896,1
3896,904,4299,1631,1
1799,3790,1846,3814,1
11321,3212,5690,1945,1
453,1314,14111,1290,1
6116,10217,220,6190,1
12139,16953,4171,16950,1
12730,15519,15497,15549,1
2527,938,16664,2550,1
4011,10072,4045,14077,1
2947,16653,2865,16658,1
524,2766,3706,526,1
14527,13105,16622,14692,1
2177,13534,2232,13542,1
17066,2706,1711,17067,1
1930,1895,1920,2615,1
724,13546,2523,2559,1
7392,14569,6942,7422,1
1695,14843,1674,329,1
935,955,254,965,1
16952,16945,7281,7260,1
222,208,17064,3663,1
17069,8931,1012,8934,1
13541,3041,146,13542,1
1725,1681,254,1356,1
16343,13049,14533,13026,1
1272,14111,3034,113,1
9541,1850,2934,2949,1
16956,12037,16954,2387,1
6972,5320,16950,11609,1
15789,13715,5889,9728,1
3000,139,1047,439,1
14072,14069,5734,12151,1
6366,6350,16308,6321,1
16114,16935,16343,16938,1
744,16661,6505,6481,1
5283,1522,5306,5317,1
15713,8419,8387,8996,1
462,528,3706,544,1
15308,10762,15312,10594,1
6206,990,4579,6227,1
905,2502,16665,328,1
821,6179,6580,13547,1
5600,7034,7719,16974,1
929,6186,14866,6209,1
564,1920,1937,1928,1
5974,12367,15789,5962,1
13146,2765,13319,13335,1
16662,3024,263,264,1
1959,245,1931,12129,1
1004,16649,3865,10904,1
9499,9541,7879,1850,1
13107,840,2367,3087,1
2636,10217,6878,6127,1
15789,5858,5825,5566,1
16946,12139,16953,7174,1
7702,7734,12602,7686,1
484,726,598,2146,1
2027,2045,12137,3450,1
768,11317,12868,10550,1
16210,2804,14821,13067,1
12150,241,614,3009,1
16662,140,1049,12129,1
4019,7562,3509,14174,1
14874,14783,13019,14784,1
2353,5980,7378,2334,1
14849,893,1296,1316,1
10637,10603,13581,10662,1
5746,15789,5678,5759,1
2736,2288,2266,13541,1
10821,10861,5601,2817,1
17041,15735,12297,12225,1
711,1702,894,13547,1
785,795,13554,2722,1
11665,1525,1607,562,1
1585,1415,11665,2109,1
6054,6106,6109,10217,1
1636,5531,12056,15297,1
938,2570,16664,2550,1
2785,2801,2604,749,1
8283,16032,2162,8331,1
14989,16317,11713,719,1
14767,1710,13021,16935,1
16935,13021,14785,1710,1
3717,1075,12140,2119,1
9756,12631,16341,12618,1
12152,1074,1092,1060,1
10533,1912,1976,1953,1
11666,14524,14110,12152,1
17069,4816,4767,4847,1
329,14843,1674,1714,1
5340,162,5345,1568,1
11797,4786,4824,1201,1
10404,6748,12807,12774,1
14227,14455,14471,16017,1
141,1269,14524,16342,1
12140,3704,2774,1075,1
2564,1708,16667,944,1
389,1925,16647,2745,1
13547,13546,841,820,1
5164,2826,2663,16655,1
2212,2234,1010,16662,1
13099,16240,2804,10435,1
12763,4358,13873,12706,1
14847,6046,5153,6011,1
10174,10115,16674,16316,1
3331,12149,3346,12135,1
1167,17065,913,1141,1
1597,6974,2405,13261,1
12520,12537,16149,16925,1
797,6583,13554,786,1
1302,1290,453,14111,1
1507,5283,5342,5317,1
5615,5774,5791,15789,1
12032,16851,12139,16850,1
1212,573,1194,17060,1
2566,3683,1715,1699,1
12292,1831,14096,15694,1
12705,16337,6016,12723,1
2631,2501,2577,2609,1
10654,3493,10628,13581,1
10517,14050,2804,15654,1
6119,6137,14852,6136,1
14084,9963,10542,9923,1
1296,1317,14849,1706,1
537,16649,16038,16645,1
9394,16651,15416,11743,1
1928,1920,93,2613,1
99,1049,345,1283,1
16938,14528,16343,16191,1
2213,2418,2211,13542,1
2732,4022,4004,2747,1
11513,3300,13544,11532,1
653,637,97,13538,1
12109,15588,172,16213,1
15789,5774,5791,5629,1
2177,2230,13542,2418,1
3285,3190,3212,11285,1
426,181,12149,3322,1
13547,821,843,6580,1
13261,1561,17046,1627,1
10710,14072,5734,12151,1
1396,1381,14848,1411,1
2448,12918,14555,12934,1
12149,2020,1926,1970,1
9453,6233,14852,4198,1
3702,1630,3728,3713,1
3081,415,12149,3062,1
13542,462,3706,544,1
1266,10533,1990,12149,1
13554,787,13546,811,1
12208,3200,5373,3211,1
9888,12695,9957,16327,1
13551,743,6537,16666,1
2155,118,13104,2413,1
2589,254,2624,935,1
958,942,254,926,1
415,12149,3322,426,1
3304,3291,3224,3212,1
6271,7788,6279,6310,1
2093,12137,12140,407,1
3656,180,17066,218,1
13535,2190,3856,2764,1
13970,3600,13567,6247,1
8576,8650,8849,4610,1
6122,7388,948,6163,1
5005,6433,7788,5063,1
198,8673,212,188,1
9360,8056,9337,392,1
14110,1239,1404,1278,1
3205,1631,3191,3171,1
6051,15692,6108,6088,1
8934,1012,17069,8918,1
9992,9951,9929,16404,1
8063,8202,10476,13082,1
15300,13619,14108,10575,1
6631,7002,5226,7018,1
12011,4029,3443,3376,1
10821,2817,5601,5873,1
14558,14303,6644,14262,1
668,1491,1099,1545,1
13566,13889,13986,5734,1
207,17066,190,2706,1
3724,3710,3755,17068,1
7445,3465,419,12140,1
11501,3288,11169,4504,1
1681,1722,1706,1725,1
16453,12577,16484,6420,1
4440,8980,14531,16920,1
3723,3711,4751,17068,1
191,915,2430,17064,1
853,6507,16666,6487,1
2713,1925,2604,2771,1
14847,1406,6082,2670,1
203,2420,17064,192,1
2098,8000,16943,11888,1
3656,17066,1113,218,1
17067,363,376,375,1
5808,14552,12327,12333,1
188,8673,212,1776,1
1096,17065,1083,1105,1
12869,1981,14554,12881,1
3177,3197,7024,383,1
13107,6914,3119,6899,1
4640,5030,4658,16325,1
4377,4396,16043,2081,1
6078,929,14866,6110,1
3656,1100,1113,226,1
12137,4447,4425,2046,1
5761,5818,5798,15314,1
12598,2130,6937,6918,1
1740,1741,17067,1757,1
4722,15536,372,4711,1
3582,12022,13803,13825,1
10429,8904,15887,8892,1
1817,15722,8413,15717,1
16915,13105,14028,14756,1
14590,10810,12368,5553,1
3582,12022,13825,7723,1
12734,12745,9864,2563,1
16651,14087,9414,4493,1
7877,7885,2983,2997,1
2188,2252,16662,12130,1
11129,10654,10628,13581,1
1522,1464,16672,1499,1
16344,8715,8671,8732,1
2877,6177,8718,6194,1
16937,14739,14780,16920,1
3301,206,13217,3998,1
5862,16979,5468,5828,1
14566,14325,12376,14369,1
2151,2317,2294,14569,1
172,15588,16923,13053,1
5361,12139,4134,7040,1
16917,5612,7068,7657,1
6351,13757,4589,13783,1
8090,12987,8288,8303,1
16646,11705,11726,11688,1
705,16665,2168,456,1
6056,1422,13106,15731,1
2441,16665,2517,2486,1
1866,8581,8528,8514,1
11181,11556,13544,11485,1
2804,16300,15646,13087,1
5725,5932,5619,12393,1
3031,3018,12130,3007,1
16030,15377,8029,9628,1
6027,16672,5220,13106,1
13562,7846,7760,12022,1
2005,13219,1999,1927,1
15143,15125,13116,12151,1
8896,3742,13082,15513,1
13107,2368,3119,6903,1
12137,7480,3360,3344,1
2853,2885,2904,16653,1
1691,12129,235,11689,1
397,2139,14572,14521,1
14521,6650,397,6638,1
16201,1692,16920,11650,1
1697,1364,1373,14848,1
6216,2683,15692,2643,1
3171,3194,1649,1631,1
2665,2643,15692,2698,1
2294,2330,2310,14569,1
13950,3982,12124,13267,1
3262,3568,5396,3908,1
13719,5516,7602,13702,1
2099,2051,14112,2079,1
15947,13089,12832,15634,1
926,942,254,104,1
2855,2900,2882,1850,1
212,8673,199,1776,1
11680,4212,15043,11712,1
10820,10807,15312,5924,1
16662,2235,2188,2236,1
13025,14776,13105,15658,1
3306,8596,12989,16670,1
4413,4426,3357,12137,1
3310,2221,2253,2191,1
10655,11049,10668,13581,1
10306,8426,12188,16316,1
17066,3656,1113,226,1
16330,10547,9999,10542,1
14640,14660,15294,14672,1
15988,5986,12178,15694,1
8999,2323,8520,15715,1
2621,17055,2633,4832,1
15314,10854,10864,10857,1
1686,3109,6449,2272,1
14239,7622,14221,14101,1
12151,13034,8565,13017,1
13541,2191,2225,2239,1
5889,16974,5958,15789,1
719,15028,14984,14999,1
2014,4966,17049,1081,1
15742,7558,1745,15842,1
10987,916,15296,15300,1
2835,16661,6520,6576,1
2499,17064,2521,3652,1
11329,11291,11308,15132,1
1916,875,897,1743,1
3652,3663,222,17064,1
6944,13107,6449,766,1
2668,14853,981,15692,1
13525,16211,2804,15292,1
16164,10452,2804,16224,1
13074,14078,14072,11089,1
14847,2656,2695,2682,1
12815,10404,12795,6809,1
17064,215,204,3655,1
12868,11338,11360,11373,1
12146,7654,4029,7626,1
9559,9606,14865,9502,1
89,2598,7165,1630,1
8712,16670,5013,11995,1
