11633,17029,14714,1
11633,17029,14714,1
11480,13604,11479,1
11480,13604,11479,1
528,595,587,1
528,595,587,1
104,957,966,1
104,957,966,1
13344,13311,11177,1
13344,13311,11177,1
11479,11208,11377,1
11479,11208,11377,1
226,213,1786,1
226,213,1786,1
12275,12257,12200,1
12275,12257,12200,1
1019,4961,6303,1
1019,4961,6303,1
13218,14777,16530,1
13218,14777,16530,1
13067,14821,16297,1
13067,14821,16297,1
1056,1096,1140,1
1056,1096,1140,1
8626,11667,9278,1
8626,11667,9278,1
2177,2163,2211,1
2177,2163,2211,1
2177,2163,2232,1
2177,2163,2232,1
6925,6912,6961,1
6925,6912,6961,1
6925,791,6912,1
6925,791,6912,1
1984,703,1967,1
1984,703,1967,1
563,1974,1952,1
563,1974,1952,1
1252,1038,3079,1
1252,1038,3079,1
3527,3578,7556,1
3527,3578,7556,1
11030,11007,10995,1
11030,11007,10995,1
5846,5885,5862,1
5846,5885,5862,1
2461,2493,2477,1
2461,2493,2477,1
6617,9889,3230,1
6617,9889,3230,1
12790,6617,9889,1
12790,6617,9889,1
198,2702,188,1
198,2702,188,1
1925,2745,389,1
1925,2745,389,1
10565,10595,1762,1
10565,10595,1762,1
10565,10595,5663,1
10565,10595,5663,1
4986,13579,12921,1
4986,13579,12921,1
2418,2177,2211,1
2418,2177,2211,1
8389,7890,7972,1
8389,7890,7972,1
3446,10875,3884,1
3446,10875,3884,1
209,224,1757,1
209,224,1757,1
866,118,1232,1
866,118,1232,1
3798,1856,3764,1
3798,1856,3764,1
4198,6233,6197,1
4198,6233,6197,1
3429,3459,2045,1
3429,3459,2045,1
3865,1023,1004,1
3865,1023,1004,1
237,1519,1139,1
237,1519,1139,1
619,237,1519,1
619,237,1519,1
2468,863,2522,1
2468,863,2522,1
1095,4461,2635,1
1095,4461,2635,1
9474,6663,4199,1
9474,6663,4199,1
14570,10022,10248,1
14570,10022,10248,1
10229,14570,10022,1
10229,14570,10022,1
343,333,1037,1
343,333,1037,1
4625,4647,4611,1
4625,4647,4611,1
16764,8431,6904,1
16764,8431,6904,1
2432,2461,2444,1
2432,2461,2444,1
584,334,585,1
584,334,585,1
602,334,585,1
602,334,585,1
2742,2802,2820,1
2742,2802,2820,1
751,2802,2820,1
751,2802,2820,1
260,1041,249,1
260,1041,249,1
4820,4840,4803,1
4820,4840,4803,1
1594,2393,1610,1
1594,2393,1610,1
3798,15719,1734,1
3798,15719,1734,1
15269,15664,15957,1
15269,15664,15957,1
999,2808,2914,1
999,2808,2914,1
9857,11837,11701,1
9857,11837,11701,1
7402,382,2331,1
7402,382,2331,1
7889,5424,5409,1
7889,5424,5409,1
1321,14228,4020,1
1321,14228,4020,1
16862,16849,16833,1
16862,16849,16833,1
1301,1289,1709,1
1301,1289,1709,1
1301,90,1289,1
1301,90,1289,1
5741,5729,1637,1
5741,5729,1637,1
5705,5741,1637,1
5705,5741,1637,1
15079,15055,15017,1
15079,15055,15017,1
8837,8836,8636,1
8837,8836,8636,1
13374,3649,13360,1
13374,3649,13360,1
11792,11716,11821,1
11792,11716,11821,1
90,1685,1301,1
90,1685,1301,1
1441,90,1685,1
1441,90,1685,1
8888,8613,8595,1
8888,8613,8595,1
14692,14019,11643,1
14692,14019,11643,1
1334,1353,1364,1
1334,1353,1364,1
458,7529,7647,1
458,7529,7647,1
7682,458,7647,1
7682,458,7647,1
717,2466,2144,1
717,2466,2144,1
2803,2758,2822,1
2803,2758,2822,1
2753,2233,2249,1
2753,2233,2249,1
324,2157,2168,1
324,2157,2168,1
2154,236,475,1
2154,236,475,1
639,690,4374,1
639,690,4374,1
2777,1938,2712,1
2777,1938,2712,1
3014,1043,1896,1
3014,1043,1896,1
2719,6037,6055,1
2719,6037,6055,1
364,119,377,1
364,119,377,1
3121,3063,3082,1
3121,3063,3082,1
3121,3114,3063,1
3121,3114,3063,1
5615,5792,5814,1
5615,5792,5814,1
7447,2386,2351,1
7447,2386,2351,1
249,3014,1896,1
249,3014,1896,1
7040,7007,7026,1
7040,7007,7026,1
5275,5210,5254,1
5275,5210,5254,1
578,2181,356,1
578,2181,356,1
7962,8826,8855,1
7962,8826,8855,1
7962,8800,8826,1
7962,8800,8826,1
4840,4820,736,1
4840,4820,736,1
1196,4820,736,1
1196,4820,736,1
5328,1339,3106,1
5328,1339,3106,1
13643,7819,13593,1
13643,7819,13593,1
13643,3808,13593,1
13643,3808,13593,1
4553,3130,4573,1
4553,3130,4573,1
1979,373,2002,1
1979,373,2002,1
14047,13530,10516,1
14047,13530,10516,1
13069,16162,16300,1
13069,16162,16300,1
3100,13557,3029,1
3100,13557,3029,1
3100,4368,13557,1
3100,4368,13557,1
14860,134,1078,1
14860,134,1078,1
13359,8609,13373,1
13359,8609,13373,1
2966,2944,2863,1
2966,2944,2863,1
2966,2944,2879,1
2966,2944,2879,1
1046,3013,150,1
1046,3013,150,1
548,2220,1077,1
548,2220,1077,1
888,896,910,1
888,896,910,1
14453,14440,14455,1
14453,14440,14455,1
8600,8588,15530,1
8600,8588,15530,1
2463,864,2449,1
2463,864,2449,1
2143,712,332,1
2143,712,332,1
6023,1488,6073,1
6023,1488,6073,1
10234,6023,6073,1
10234,6023,6073,1
8743,12269,12219,1
8743,12269,12219,1
12869,12324,12881,1
12869,12324,12881,1
1341,1319,1254,1
1341,1319,1254,1
4050,582,4092,1
4050,582,4092,1
11361,11286,11316,1
11361,11286,11316,1
645,680,13555,1
645,680,13555,1
2151,2294,2280,1
2151,2294,2280,1
2747,2205,1216,1
2747,2205,1216,1
13042,16560,14509,1
13042,16560,14509,1
7242,12169,4696,1
7242,12169,4696,1
5594,5582,15171,1
5594,5582,15171,1
4416,5370,3513,1
4416,5370,3513,1
7889,4416,3513,1
7889,4416,3513,1
2238,2191,2253,1
2238,2191,2253,1
3020,567,259,1
3020,567,259,1
1061,6137,6119,1
1061,6137,6119,1
4082,16835,7482,1
4082,16835,7482,1
2413,2155,118,1
2413,2155,118,1
179,215,3655,1
179,215,3655,1
1702,887,894,1
1702,887,894,1
2217,586,1242,1
2217,586,1242,1
4815,4794,1220,1
4815,4794,1220,1
2171,2159,2181,1
2171,2159,2181,1
1355,1335,1312,1
1355,1335,1312,1
90,1441,138,1
90,1441,138,1
893,908,2618,1
893,908,2618,1
3811,2849,6552,1
3811,2849,6552,1
801,810,5326,1
801,810,5326,1
2278,2331,7402,1
2278,2331,7402,1
2863,2914,1015,1
2863,2914,1015,1
2944,2863,2914,1
2944,2863,2914,1
12644,9853,12656,1
12644,9853,12656,1
12644,14913,12656,1
12644,14913,12656,1
8135,8115,8085,1
8135,8115,8085,1
8148,8115,8085,1
8148,8115,8085,1
9252,9301,9264,1
9252,9301,9264,1
11526,10185,11545,1
11526,10185,11545,1
16297,15274,10516,1
16297,15274,10516,1
1813,3064,855,1
1813,3064,855,1
1164,1551,1531,1
1164,1551,1531,1
1485,1164,1551,1
1485,1164,1551,1
214,202,179,1
214,202,179,1
15052,14881,9872,1
15052,14881,9872,1
6451,6472,6437,1
6451,6472,6437,1
2746,540,2711,1
2746,540,2711,1
3652,223,3663,1
3652,223,3663,1
2421,914,901,1
2421,914,901,1
1234,1753,178,1
1234,1753,178,1
159,5507,14683,1
159,5507,14683,1
3076,3025,1663,1
3076,3025,1663,1
9481,11184,13390,1
9481,11184,13390,1
1725,1356,1707,1
1725,1356,1707,1
1725,1681,1356,1
1725,1681,1356,1
11129,11105,10654,1
11129,11105,10654,1
3451,3430,416,1
3451,3430,416,1
3451,3355,3430,1
3451,3355,3430,1
1681,1725,1706,1
1681,1725,1706,1
1681,1295,1706,1
1681,1295,1706,1
10289,11268,10268,1
10289,11268,10268,1
421,2059,2041,1
421,2059,2041,1
1675,3122,3067,1
1675,3122,3067,1
8712,12020,8695,1
8712,12020,8695,1
1708,944,325,1
1708,944,325,1
3076,4653,3038,1
3076,4653,3038,1
